prompt_id,category,stress_type,prompt,negative_prompt,seed,split
main_thin_boundary_023,thin-boundary,branch_silhouette,"macro close-up of a leaf skeleton against black velvet, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211023,main
main_thin_boundary_024,thin-boundary,transparent_rib,"side-lit detail study of a leaf skeleton against pale gray paper, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211024,main
main_thin_boundary_025,thin-boundary,glass_rim,"backlit profile crop of a leaf skeleton with rainy street bokeh behind it, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211025,main
main_thin_boundary_026,thin-boundary,wire_mesh,"tight tabletop shot of a leaf skeleton beside a foggy window, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211026,main
main_thin_boundary_027,thin-boundary,lace_edge,"overhead still-life crop of a leaf skeleton over a dark wooden table, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211027,main
main_thin_boundary_028,thin-boundary,reflective_trim,"shallow-focus field photo of a leaf skeleton against a soft blue studio sweep, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211028,main
main_thin_boundary_029,thin-boundary,branch_silhouette,"museum-display close-up of a leaf skeleton against warm candlelit darkness, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211029,main
main_thin_boundary_030,thin-boundary,transparent_rib,"macro close-up of spider silk on a fence against black velvet, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211030,main
main_thin_boundary_031,thin-boundary,glass_rim,"side-lit detail study of spider silk on a fence against pale gray paper, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211031,main
main_thin_boundary_032,thin-boundary,wire_mesh,"backlit profile crop of spider silk on a fence with rainy street bokeh behind it, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211032,main
main_thin_boundary_033,thin-boundary,lace_edge,"tight tabletop shot of spider silk on a fence beside a foggy window, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211033,main
main_thin_boundary_034,thin-boundary,reflective_trim,"overhead still-life crop of spider silk on a fence over a dark wooden table, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211034,main
main_thin_boundary_035,thin-boundary,branch_silhouette,"shallow-focus field photo of spider silk on a fence against a soft blue studio sweep, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211035,main
main_thin_boundary_036,thin-boundary,transparent_rib,"museum-display close-up of spider silk on a fence against warm candlelit darkness, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211036,main
main_thin_boundary_037,thin-boundary,glass_rim,"studio silhouette capture of spider silk on a fence in cool overcast daylight, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211037,main
main_thin_boundary_038,thin-boundary,wire_mesh,"side-lit detail study of a wine glass rim against pale gray paper, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211038,main
main_thin_boundary_039,thin-boundary,lace_edge,"backlit profile crop of a wine glass rim with rainy street bokeh behind it, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211039,main
main_thin_boundary_040,thin-boundary,reflective_trim,"tight tabletop shot of a wine glass rim beside a foggy window, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211040,main
main_thin_boundary_041,thin-boundary,branch_silhouette,"overhead still-life crop of a wine glass rim over a dark wooden table, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211041,main
main_thin_boundary_042,thin-boundary,transparent_rib,"shallow-focus field photo of a wine glass rim against a soft blue studio sweep, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211042,main
main_thin_boundary_043,thin-boundary,glass_rim,"museum-display close-up of a wine glass rim against warm candlelit darkness, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211043,main
main_thin_boundary_044,thin-boundary,wire_mesh,"studio silhouette capture of a wine glass rim in cool overcast daylight, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211044,main
main_thin_boundary_045,thin-boundary,lace_edge,"side-lit detail study of a dragonfly wing lattice against black velvet, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211045,main
main_thin_boundary_046,thin-boundary,reflective_trim,"backlit profile crop of a dragonfly wing lattice with rainy street bokeh behind it, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211046,main
main_thin_boundary_047,thin-boundary,branch_silhouette,"tight tabletop shot of a dragonfly wing lattice beside a foggy window, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211047,main
main_thin_boundary_048,thin-boundary,transparent_rib,"overhead still-life crop of a dragonfly wing lattice over a dark wooden table, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211048,main
main_thin_boundary_049,thin-boundary,glass_rim,"shallow-focus field photo of a dragonfly wing lattice against a soft blue studio sweep, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211049,main
main_thin_boundary_050,thin-boundary,wire_mesh,"museum-display close-up of a dragonfly wing lattice against warm candlelit darkness, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211050,main
main_thin_boundary_051,thin-boundary,lace_edge,"studio silhouette capture of a dragonfly wing lattice in cool overcast daylight, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211051,main
main_thin_boundary_052,thin-boundary,reflective_trim,"side-lit detail study of silver bicycle spokes against black velvet, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211052,main
main_thin_boundary_053,thin-boundary,branch_silhouette,"backlit profile crop of silver bicycle spokes against pale gray paper, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211053,main
main_thin_boundary_054,thin-boundary,transparent_rib,"tight tabletop shot of silver bicycle spokes beside a foggy window, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211054,main
main_thin_boundary_055,thin-boundary,glass_rim,"overhead still-life crop of silver bicycle spokes over a dark wooden table, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211055,main
main_thin_boundary_056,thin-boundary,wire_mesh,"shallow-focus field photo of silver bicycle spokes against a soft blue studio sweep, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211056,main
main_thin_boundary_057,thin-boundary,lace_edge,"museum-display close-up of silver bicycle spokes against warm candlelit darkness, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211057,main
main_thin_boundary_058,thin-boundary,reflective_trim,"studio silhouette capture of silver bicycle spokes in cool overcast daylight, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211058,main
main_thin_boundary_059,thin-boundary,branch_silhouette,"side-lit detail study of a lace wedding veil edge against black velvet, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211059,main
main_thin_boundary_060,thin-boundary,transparent_rib,"backlit profile crop of a lace wedding veil edge against pale gray paper, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211060,main
main_thin_boundary_061,thin-boundary,glass_rim,"tight tabletop shot of a lace wedding veil edge with rainy street bokeh behind it, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211061,main
main_thin_boundary_062,thin-boundary,wire_mesh,"overhead still-life crop of a lace wedding veil edge over a dark wooden table, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211062,main
main_thin_boundary_063,thin-boundary,lace_edge,"shallow-focus field photo of a lace wedding veil edge against a soft blue studio sweep, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211063,main
main_thin_boundary_064,thin-boundary,reflective_trim,"museum-display close-up of a lace wedding veil edge against warm candlelit darkness, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211064,main
main_thin_boundary_065,thin-boundary,branch_silhouette,"studio silhouette capture of a lace wedding veil edge in cool overcast daylight, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211065,main
main_thin_boundary_066,thin-boundary,transparent_rib,"side-lit detail study of clear umbrella ribs against black velvet, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211066,main
main_thin_boundary_067,thin-boundary,glass_rim,"backlit profile crop of clear umbrella ribs against pale gray paper, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211067,main
main_thin_boundary_068,thin-boundary,wire_mesh,"tight tabletop shot of clear umbrella ribs with rainy street bokeh behind it, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211068,main
main_thin_boundary_069,thin-boundary,lace_edge,"overhead still-life crop of clear umbrella ribs beside a foggy window, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211069,main
main_thin_boundary_070,thin-boundary,reflective_trim,"shallow-focus field photo of clear umbrella ribs against a soft blue studio sweep, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211070,main
main_thin_boundary_071,thin-boundary,branch_silhouette,"museum-display close-up of clear umbrella ribs against warm candlelit darkness, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211071,main
main_thin_boundary_072,thin-boundary,transparent_rib,"studio silhouette capture of clear umbrella ribs in cool overcast daylight, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211072,main
main_thin_boundary_073,thin-boundary,glass_rim,"side-lit detail study of violin strings over dark wood against black velvet, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211073,main
main_thin_boundary_074,thin-boundary,wire_mesh,"backlit profile crop of violin strings over dark wood against pale gray paper, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211074,main
main_thin_boundary_075,thin-boundary,lace_edge,"tight tabletop shot of violin strings over dark wood with rainy street bokeh behind it, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211075,main
main_thin_boundary_076,thin-boundary,reflective_trim,"overhead still-life crop of violin strings over dark wood beside a foggy window, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211076,main
main_thin_boundary_077,thin-boundary,branch_silhouette,"shallow-focus field photo of violin strings over dark wood over a dark wooden table, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211077,main
main_thin_boundary_078,thin-boundary,transparent_rib,"museum-display close-up of violin strings over dark wood against warm candlelit darkness, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211078,main
main_thin_boundary_079,thin-boundary,glass_rim,"studio silhouette capture of violin strings over dark wood in cool overcast daylight, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211079,main
main_thin_boundary_080,thin-boundary,wire_mesh,"side-lit detail study of a porcelain teacup with gold trim against black velvet, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211080,main
main_thin_boundary_081,thin-boundary,lace_edge,"backlit profile crop of a porcelain teacup with gold trim against pale gray paper, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211081,main
main_thin_boundary_082,thin-boundary,reflective_trim,"tight tabletop shot of a porcelain teacup with gold trim with rainy street bokeh behind it, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211082,main
main_thin_boundary_083,thin-boundary,branch_silhouette,"overhead still-life crop of a porcelain teacup with gold trim beside a foggy window, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211083,main
main_thin_boundary_084,thin-boundary,transparent_rib,"shallow-focus field photo of a porcelain teacup with gold trim over a dark wooden table, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211084,main
main_thin_boundary_085,thin-boundary,glass_rim,"museum-display close-up of a porcelain teacup with gold trim against a soft blue studio sweep, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211085,main
main_thin_boundary_086,thin-boundary,wire_mesh,"studio silhouette capture of a porcelain teacup with gold trim in cool overcast daylight, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211086,main
main_thin_boundary_087,thin-boundary,lace_edge,"side-lit detail study of filigree earrings against black velvet, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211087,main
main_thin_boundary_088,thin-boundary,reflective_trim,"backlit profile crop of filigree earrings against pale gray paper, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211088,main
main_thin_boundary_089,thin-boundary,branch_silhouette,"tight tabletop shot of filigree earrings with rainy street bokeh behind it, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211089,main
main_thin_boundary_090,thin-boundary,transparent_rib,"overhead still-life crop of filigree earrings beside a foggy window, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211090,main
main_thin_boundary_091,thin-boundary,glass_rim,"shallow-focus field photo of filigree earrings over a dark wooden table, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211091,main
main_thin_boundary_092,thin-boundary,wire_mesh,"museum-display close-up of filigree earrings against a soft blue studio sweep, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211092,main
main_thin_boundary_093,thin-boundary,lace_edge,"studio silhouette capture of filigree earrings against warm candlelit darkness, fragile silhouettes hold their shape, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211093,main
main_thin_boundary_094,thin-boundary,reflective_trim,"side-lit detail study of bonsai twigs against black velvet, hairline contours remain clean, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211094,main
main_thin_boundary_095,thin-boundary,branch_silhouette,"backlit profile crop of bonsai twigs against pale gray paper, fine transparent edges stay visible, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211095,main
main_thin_boundary_096,thin-boundary,transparent_rib,"tight tabletop shot of bonsai twigs with rainy street bokeh behind it, thin reflective outlines separate from the background, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211096,main
main_thin_boundary_097,thin-boundary,glass_rim,"overhead still-life crop of bonsai twigs beside a foggy window, overlapping lines do not merge, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211097,main
main_thin_boundary_098,thin-boundary,wire_mesh,"shallow-focus field photo of bonsai twigs over a dark wooden table, delicate mesh geometry stays distinct, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211098,main
main_thin_boundary_099,thin-boundary,lace_edge,"museum-display close-up of bonsai twigs against a soft blue studio sweep, minute filigree gaps remain open, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211099,main
main_thin_boundary_100,thin-boundary,reflective_trim,"studio silhouette capture of bonsai twigs against warm candlelit darkness, narrow bright rims stay continuous, minimal clutter, highly detailed boundaries, realistic optical transitions.","thick merged edges, broken contours, blob artifacts, oversmoothing, halos, noisy background, low detail",211100,main
main_repeated_pattern_001,repeated-pattern,window_grid,"corner-to-corner crop of bookshelf spines, dense repeating elements across the frame, with soft indoor daylight, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212001,main
main_repeated_pattern_002,repeated-pattern,textile_repeat,"corner-to-corner crop of bookshelf spines, dense repeating elements across the frame, with alternating color accents, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212002,main
main_repeated_pattern_003,repeated-pattern,brick_repeat,"straight-on facade crop of computer keyboard keys, dense repeating elements across the frame, with subtle shadows between units, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212003,main
main_repeated_pattern_004,repeated-pattern,tile_array,"oblique rooftop view of computer keyboard keys, dense repeating elements across the frame, under even overcast light, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212004,main
main_repeated_pattern_005,repeated-pattern,panel_grid,"oblique rooftop view of computer keyboard keys, dense repeating elements across the frame, with glossy highlights on some repeats, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212005,main
main_repeated_pattern_006,repeated-pattern,shelf_rows,"tight material close-up of computer keyboard keys, dense repeating elements across the frame, with mild perspective skew, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212006,main
main_repeated_pattern_007,repeated-pattern,window_grid,"tight material close-up of computer keyboard keys, dense repeating elements across the frame, with fine seams visible between elements, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212007,main
main_repeated_pattern_008,repeated-pattern,textile_repeat,"eye-level aisle photograph of computer keyboard keys, dense repeating elements across the frame, with worn edges and slight variation, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212008,main
main_repeated_pattern_009,repeated-pattern,brick_repeat,"overhead pattern study of computer keyboard keys, dense repeating elements across the frame, with soft indoor daylight, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212009,main
main_repeated_pattern_010,repeated-pattern,tile_array,"overhead pattern study of computer keyboard keys, dense repeating elements across the frame, with alternating color accents, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212010,main
main_repeated_pattern_011,repeated-pattern,panel_grid,"wide documentary frame of computer keyboard keys, dense repeating elements across the frame, with subtle shadows between units, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212011,main
main_repeated_pattern_012,repeated-pattern,shelf_rows,"compressed telephoto view of computer keyboard keys, dense repeating elements across the frame, under even overcast light, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212012,main
main_repeated_pattern_013,repeated-pattern,window_grid,"compressed telephoto view of computer keyboard keys, dense repeating elements across the frame, with glossy highlights on some repeats, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212013,main
main_repeated_pattern_014,repeated-pattern,textile_repeat,"corner-to-corner crop of computer keyboard keys, dense repeating elements across the frame, with mild perspective skew, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212014,main
main_repeated_pattern_015,repeated-pattern,brick_repeat,"corner-to-corner crop of computer keyboard keys, dense repeating elements across the frame, with fine seams visible between elements, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212015,main
main_repeated_pattern_016,repeated-pattern,tile_array,"straight-on facade crop of a brick courtyard wall, dense repeating elements across the frame, with worn edges and slight variation, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212016,main
main_repeated_pattern_017,repeated-pattern,panel_grid,"oblique rooftop view of a brick courtyard wall, dense repeating elements across the frame, with soft indoor daylight, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212017,main
main_repeated_pattern_018,repeated-pattern,shelf_rows,"oblique rooftop view of a brick courtyard wall, dense repeating elements across the frame, with alternating color accents, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212018,main
main_repeated_pattern_019,repeated-pattern,window_grid,"tight material close-up of a brick courtyard wall, dense repeating elements across the frame, with subtle shadows between units, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212019,main
main_repeated_pattern_020,repeated-pattern,textile_repeat,"eye-level aisle photograph of a brick courtyard wall, dense repeating elements across the frame, under even overcast light, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212020,main
main_repeated_pattern_021,repeated-pattern,brick_repeat,"eye-level aisle photograph of a brick courtyard wall, dense repeating elements across the frame, with glossy highlights on some repeats, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212021,main
main_repeated_pattern_022,repeated-pattern,tile_array,"overhead pattern study of a brick courtyard wall, dense repeating elements across the frame, with mild perspective skew, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212022,main
main_repeated_pattern_023,repeated-pattern,panel_grid,"overhead pattern study of a brick courtyard wall, dense repeating elements across the frame, with fine seams visible between elements, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212023,main
main_repeated_pattern_024,repeated-pattern,shelf_rows,"wide documentary frame of a brick courtyard wall, dense repeating elements across the frame, with worn edges and slight variation, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212024,main
main_repeated_pattern_025,repeated-pattern,window_grid,"compressed telephoto view of a brick courtyard wall, dense repeating elements across the frame, with soft indoor daylight, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212025,main
main_repeated_pattern_026,repeated-pattern,textile_repeat,"compressed telephoto view of a brick courtyard wall, dense repeating elements across the frame, with alternating color accents, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",212026,main
