prompt_id,category,stress_type,prompt,negative_prompt,seed,split
kill_repeated_pattern_001,repeated-pattern,window_grid,"oblique rooftop view of an apartment window grid, dense repeating elements across the frame, with soft indoor daylight, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112001,kill
kill_repeated_pattern_002,repeated-pattern,textile_repeat,"oblique rooftop view of an apartment window grid, dense repeating elements across the frame, with alternating color accents, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112002,kill
kill_repeated_pattern_003,repeated-pattern,brick_repeat,"tight material close-up of an apartment window grid, dense repeating elements across the frame, with subtle shadows between units, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112003,kill
kill_repeated_pattern_004,repeated-pattern,tile_array,"eye-level aisle photograph of an apartment window grid, dense repeating elements across the frame, under even overcast light, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112004,kill
kill_repeated_pattern_005,repeated-pattern,panel_grid,"eye-level aisle photograph of an apartment window grid, dense repeating elements across the frame, with glossy highlights on some repeats, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112005,kill
kill_repeated_pattern_006,repeated-pattern,shelf_rows,"overhead pattern study of an apartment window grid, dense repeating elements across the frame, with mild perspective skew, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112006,kill
kill_repeated_pattern_007,repeated-pattern,window_grid,"overhead pattern study of an apartment window grid, dense repeating elements across the frame, with fine seams visible between elements, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112007,kill
kill_repeated_pattern_008,repeated-pattern,textile_repeat,"wide documentary frame of an apartment window grid, dense repeating elements across the frame, with worn edges and slight variation, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112008,kill
kill_repeated_pattern_009,repeated-pattern,brick_repeat,"compressed telephoto view of an apartment window grid, dense repeating elements across the frame, with soft indoor daylight, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112009,kill
kill_repeated_pattern_010,repeated-pattern,tile_array,"compressed telephoto view of an apartment window grid, dense repeating elements across the frame, with alternating color accents, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112010,kill
kill_repeated_pattern_011,repeated-pattern,panel_grid,"corner-to-corner crop of an apartment window grid, dense repeating elements across the frame, with subtle shadows between units, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112011,kill
kill_repeated_pattern_012,repeated-pattern,shelf_rows,"straight-on facade crop of terracotta roof tiles, dense repeating elements across the frame, under even overcast light, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112012,kill
kill_repeated_pattern_013,repeated-pattern,window_grid,"straight-on facade crop of terracotta roof tiles, dense repeating elements across the frame, with glossy highlights on some repeats, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112013,kill
kill_repeated_pattern_014,repeated-pattern,textile_repeat,"oblique rooftop view of terracotta roof tiles, dense repeating elements across the frame, with mild perspective skew, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112014,kill
kill_repeated_pattern_015,repeated-pattern,brick_repeat,"oblique rooftop view of terracotta roof tiles, dense repeating elements across the frame, with fine seams visible between elements, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112015,kill
kill_repeated_pattern_016,repeated-pattern,tile_array,"tight material close-up of terracotta roof tiles, dense repeating elements across the frame, with worn edges and slight variation, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112016,kill
kill_repeated_pattern_017,repeated-pattern,panel_grid,"eye-level aisle photograph of terracotta roof tiles, dense repeating elements across the frame, with soft indoor daylight, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112017,kill
kill_repeated_pattern_018,repeated-pattern,shelf_rows,"eye-level aisle photograph of terracotta roof tiles, dense repeating elements across the frame, with alternating color accents, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112018,kill
kill_repeated_pattern_019,repeated-pattern,window_grid,"overhead pattern study of terracotta roof tiles, dense repeating elements across the frame, with subtle shadows between units, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112019,kill
kill_repeated_pattern_020,repeated-pattern,textile_repeat,"wide documentary frame of terracotta roof tiles, dense repeating elements across the frame, under even overcast light, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112020,kill
kill_repeated_pattern_021,repeated-pattern,brick_repeat,"wide documentary frame of terracotta roof tiles, dense repeating elements across the frame, with glossy highlights on some repeats, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112021,kill
kill_repeated_pattern_022,repeated-pattern,tile_array,"compressed telephoto view of terracotta roof tiles, dense repeating elements across the frame, with mild perspective skew, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112022,kill
kill_repeated_pattern_023,repeated-pattern,panel_grid,"compressed telephoto view of terracotta roof tiles, dense repeating elements across the frame, with fine seams visible between elements, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112023,kill
kill_repeated_pattern_024,repeated-pattern,shelf_rows,"corner-to-corner crop of terracotta roof tiles, dense repeating elements across the frame, with worn edges and slight variation, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112024,kill
kill_repeated_pattern_025,repeated-pattern,window_grid,"straight-on facade crop of woven tartan fabric, dense repeating elements across the frame, with soft indoor daylight, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112025,kill
kill_repeated_pattern_026,repeated-pattern,textile_repeat,"straight-on facade crop of woven tartan fabric, dense repeating elements across the frame, with alternating color accents, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112026,kill
kill_repeated_pattern_027,repeated-pattern,brick_repeat,"oblique rooftop view of woven tartan fabric, dense repeating elements across the frame, with subtle shadows between units, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112027,kill
kill_repeated_pattern_028,repeated-pattern,tile_array,"tight material close-up of woven tartan fabric, dense repeating elements across the frame, under even overcast light, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112028,kill
kill_repeated_pattern_029,repeated-pattern,panel_grid,"tight material close-up of woven tartan fabric, dense repeating elements across the frame, with glossy highlights on some repeats, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112029,kill
kill_repeated_pattern_030,repeated-pattern,shelf_rows,"eye-level aisle photograph of woven tartan fabric, dense repeating elements across the frame, with mild perspective skew, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112030,kill
kill_repeated_pattern_031,repeated-pattern,window_grid,"eye-level aisle photograph of woven tartan fabric, dense repeating elements across the frame, with fine seams visible between elements, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112031,kill
kill_repeated_pattern_032,repeated-pattern,textile_repeat,"overhead pattern study of woven tartan fabric, dense repeating elements across the frame, with worn edges and slight variation, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112032,kill
kill_repeated_pattern_033,repeated-pattern,brick_repeat,"wide documentary frame of woven tartan fabric, dense repeating elements across the frame, with soft indoor daylight, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112033,kill
kill_repeated_pattern_034,repeated-pattern,tile_array,"wide documentary frame of woven tartan fabric, dense repeating elements across the frame, with alternating color accents, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112034,kill
kill_repeated_pattern_035,repeated-pattern,panel_grid,"compressed telephoto view of woven tartan fabric, dense repeating elements across the frame, with subtle shadows between units, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112035,kill
kill_repeated_pattern_036,repeated-pattern,shelf_rows,"corner-to-corner crop of woven tartan fabric, dense repeating elements across the frame, under even overcast light, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112036,kill
kill_repeated_pattern_037,repeated-pattern,window_grid,"corner-to-corner crop of woven tartan fabric, dense repeating elements across the frame, with glossy highlights on some repeats, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112037,kill
kill_repeated_pattern_038,repeated-pattern,textile_repeat,"straight-on facade crop of bookshelf spines, dense repeating elements across the frame, with mild perspective skew, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112038,kill
kill_repeated_pattern_039,repeated-pattern,brick_repeat,"straight-on facade crop of bookshelf spines, dense repeating elements across the frame, with fine seams visible between elements, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112039,kill
kill_repeated_pattern_040,repeated-pattern,tile_array,"oblique rooftop view of bookshelf spines, dense repeating elements across the frame, with worn edges and slight variation, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112040,kill
kill_repeated_pattern_041,repeated-pattern,panel_grid,"tight material close-up of bookshelf spines, dense repeating elements across the frame, with soft indoor daylight, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112041,kill
kill_repeated_pattern_042,repeated-pattern,shelf_rows,"tight material close-up of bookshelf spines, dense repeating elements across the frame, with alternating color accents, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112042,kill
kill_repeated_pattern_043,repeated-pattern,window_grid,"eye-level aisle photograph of bookshelf spines, dense repeating elements across the frame, with subtle shadows between units, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112043,kill
kill_repeated_pattern_044,repeated-pattern,textile_repeat,"overhead pattern study of bookshelf spines, dense repeating elements across the frame, under even overcast light, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112044,kill
kill_repeated_pattern_045,repeated-pattern,brick_repeat,"overhead pattern study of bookshelf spines, dense repeating elements across the frame, with glossy highlights on some repeats, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112045,kill
kill_repeated_pattern_046,repeated-pattern,tile_array,"wide documentary frame of bookshelf spines, dense repeating elements across the frame, with mild perspective skew, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112046,kill
kill_repeated_pattern_047,repeated-pattern,panel_grid,"wide documentary frame of bookshelf spines, dense repeating elements across the frame, with fine seams visible between elements, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112047,kill
kill_repeated_pattern_048,repeated-pattern,shelf_rows,"compressed telephoto view of bookshelf spines, dense repeating elements across the frame, with worn edges and slight variation, consistent spacing, no single dominant foreground subject.","collapsed repetition, warped grid, random missing units, mushy texture, moire artifacts, low detail",112048,kill
kill_faces_001,faces,eyelashes,"portrait of an elderly fisherman in a knit cap, window-lit studio backdrop, with a restrained smile, realistic skin texture, clear beard stubble along the jaw, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113001,kill
kill_faces_002,faces,hairline,"portrait of an elderly fisherman in a knit cap, window-lit studio backdrop, in half profile, realistic skin texture, clear freckles and pores across the cheeks, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113002,kill
kill_faces_003,faces,pores,"portrait of an elderly fisherman in a knit cap, window-lit studio backdrop, caught mid-laugh, realistic skin texture, clear fine baby hairs along the hairline, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113003,kill
kill_faces_004,faces,freckles,"portrait of an elderly fisherman in a knit cap, window-lit studio backdrop, with a serious relaxed expression, realistic skin texture, clear eyelashes and iris detail, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113004,kill
kill_faces_005,faces,teeth_detail,"portrait of an elderly fisherman in a knit cap, window-lit studio backdrop, with a serious relaxed expression, realistic skin texture, clear soft makeup edges around the eyes, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113005,kill
kill_faces_006,faces,stubble,"portrait of an elderly fisherman in a knit cap, window-lit studio backdrop, glancing just off-camera, realistic skin texture, clear strands escaping from a braid, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113006,kill
kill_faces_007,faces,wrinkle_lines,"portrait of an elderly fisherman in a knit cap, window-lit studio backdrop, after a long blink, realistic skin texture, clear eyebrow hairs and skin sheen, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113007,kill
kill_faces_008,faces,makeup_edge,"portrait of an elderly fisherman in a knit cap, window-lit studio backdrop, with calm concentration, realistic skin texture, clear teeth edges in a natural smile, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113008,kill
kill_faces_009,faces,eyelashes,"portrait of an elderly fisherman in a knit cap, rainy neon street at dusk, looking directly into the camera, realistic skin texture, clear lip texture and cupid's bow, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113009,kill
kill_faces_010,faces,hairline,"portrait of an elderly fisherman in a knit cap, rainy neon street at dusk, with a restrained smile, realistic skin texture, clear crow's feet and smile lines, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113010,kill
kill_faces_011,faces,pores,"portrait of an elderly fisherman in a knit cap, rainy neon street at dusk, in half profile, realistic skin texture, clear beard stubble along the jaw, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113011,kill
kill_faces_012,faces,freckles,"portrait of an elderly fisherman in a knit cap, rainy neon street at dusk, caught mid-laugh, realistic skin texture, clear freckles and pores across the cheeks, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113012,kill
kill_faces_013,faces,teeth_detail,"portrait of an elderly fisherman in a knit cap, rainy neon street at dusk, with a serious relaxed expression, realistic skin texture, clear fine baby hairs along the hairline, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113013,kill
kill_faces_014,faces,stubble,"portrait of an elderly fisherman in a knit cap, rainy neon street at dusk, glancing just off-camera, realistic skin texture, clear eyelashes and iris detail, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113014,kill
kill_faces_015,faces,wrinkle_lines,"portrait of an elderly fisherman in a knit cap, rainy neon street at dusk, glancing just off-camera, realistic skin texture, clear soft makeup edges around the eyes, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113015,kill
kill_faces_016,faces,makeup_edge,"portrait of an elderly fisherman in a knit cap, rainy neon street at dusk, after a long blink, realistic skin texture, clear strands escaping from a braid, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113016,kill
kill_faces_017,faces,eyelashes,"portrait of an elderly fisherman in a knit cap, rainy neon street at dusk, with calm concentration, realistic skin texture, clear eyebrow hairs and skin sheen, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113017,kill
kill_faces_018,faces,hairline,"portrait of an elderly fisherman in a knit cap, greenhouse shade, looking directly into the camera, realistic skin texture, clear teeth edges in a natural smile, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113018,kill
kill_faces_019,faces,pores,"portrait of an elderly fisherman in a knit cap, greenhouse shade, with a restrained smile, realistic skin texture, clear lip texture and cupid's bow, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113019,kill
kill_faces_020,faces,freckles,"portrait of an elderly fisherman in a knit cap, greenhouse shade, in half profile, realistic skin texture, clear crow's feet and smile lines, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113020,kill
kill_faces_021,faces,teeth_detail,"portrait of an elderly fisherman in a knit cap, greenhouse shade, caught mid-laugh, realistic skin texture, clear beard stubble along the jaw, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113021,kill
kill_faces_022,faces,stubble,"portrait of an elderly fisherman in a knit cap, greenhouse shade, with a serious relaxed expression, realistic skin texture, clear freckles and pores across the cheeks, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113022,kill
kill_faces_023,faces,wrinkle_lines,"portrait of an elderly fisherman in a knit cap, greenhouse shade, glancing just off-camera, realistic skin texture, clear fine baby hairs along the hairline, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113023,kill
kill_faces_024,faces,makeup_edge,"portrait of an elderly fisherman in a knit cap, greenhouse shade, after a long blink, realistic skin texture, clear eyelashes and iris detail, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113024,kill
kill_faces_025,faces,eyelashes,"portrait of an elderly fisherman in a knit cap, greenhouse shade, after a long blink, realistic skin texture, clear soft makeup edges around the eyes, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113025,kill
kill_faces_026,faces,hairline,"portrait of an elderly fisherman in a knit cap, greenhouse shade, with calm concentration, realistic skin texture, clear strands escaping from a braid, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113026,kill
kill_faces_027,faces,pores,"portrait of an elderly fisherman in a knit cap, morning kitchen light, looking directly into the camera, realistic skin texture, clear eyebrow hairs and skin sheen, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113027,kill
kill_faces_028,faces,freckles,"portrait of an elderly fisherman in a knit cap, morning kitchen light, with a restrained smile, realistic skin texture, clear teeth edges in a natural smile, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113028,kill
kill_faces_029,faces,teeth_detail,"portrait of an elderly fisherman in a knit cap, morning kitchen light, in half profile, realistic skin texture, clear lip texture and cupid's bow, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113029,kill
kill_faces_030,faces,stubble,"portrait of an elderly fisherman in a knit cap, morning kitchen light, caught mid-laugh, realistic skin texture, clear crow's feet and smile lines, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113030,kill
kill_faces_031,faces,wrinkle_lines,"portrait of an elderly fisherman in a knit cap, morning kitchen light, with a serious relaxed expression, realistic skin texture, clear beard stubble along the jaw, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113031,kill
kill_faces_032,faces,makeup_edge,"portrait of an elderly fisherman in a knit cap, morning kitchen light, glancing just off-camera, realistic skin texture, clear freckles and pores across the cheeks, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113032,kill
kill_faces_033,faces,eyelashes,"portrait of an elderly fisherman in a knit cap, morning kitchen light, after a long blink, realistic skin texture, clear fine baby hairs along the hairline, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113033,kill
kill_faces_034,faces,hairline,"portrait of an elderly fisherman in a knit cap, morning kitchen light, with calm concentration, realistic skin texture, clear eyelashes and iris detail, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113034,kill
kill_faces_035,faces,pores,"portrait of an elderly fisherman in a knit cap, morning kitchen light, with calm concentration, realistic skin texture, clear soft makeup edges around the eyes, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113035,kill
kill_faces_036,faces,freckles,"portrait of an elderly fisherman in a knit cap, soft gray seamless paper, looking directly into the camera, realistic skin texture, clear strands escaping from a braid, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113036,kill
kill_faces_037,faces,teeth_detail,"portrait of an elderly fisherman in a knit cap, soft gray seamless paper, with a restrained smile, realistic skin texture, clear eyebrow hairs and skin sheen, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113037,kill
kill_faces_038,faces,stubble,"portrait of an elderly fisherman in a knit cap, soft gray seamless paper, in half profile, realistic skin texture, clear teeth edges in a natural smile, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113038,kill
kill_faces_039,faces,wrinkle_lines,"portrait of an elderly fisherman in a knit cap, soft gray seamless paper, caught mid-laugh, realistic skin texture, clear lip texture and cupid's bow, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113039,kill
kill_faces_040,faces,makeup_edge,"portrait of an elderly fisherman in a knit cap, soft gray seamless paper, with a serious relaxed expression, realistic skin texture, clear crow's feet and smile lines, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113040,kill
kill_faces_041,faces,eyelashes,"portrait of an elderly fisherman in a knit cap, soft gray seamless paper, glancing just off-camera, realistic skin texture, clear beard stubble along the jaw, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113041,kill
kill_faces_042,faces,hairline,"portrait of an elderly fisherman in a knit cap, soft gray seamless paper, after a long blink, realistic skin texture, clear freckles and pores across the cheeks, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113042,kill
kill_faces_043,faces,pores,"portrait of an elderly fisherman in a knit cap, soft gray seamless paper, with calm concentration, realistic skin texture, clear fine baby hairs along the hairline, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113043,kill
kill_faces_044,faces,freckles,"portrait of an elderly fisherman in a knit cap, sunlit library aisle, looking directly into the camera, realistic skin texture, clear eyelashes and iris detail, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113044,kill
kill_faces_045,faces,teeth_detail,"portrait of an elderly fisherman in a knit cap, sunlit library aisle, looking directly into the camera, realistic skin texture, clear soft makeup edges around the eyes, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113045,kill
kill_faces_046,faces,stubble,"portrait of an elderly fisherman in a knit cap, sunlit library aisle, with a restrained smile, realistic skin texture, clear strands escaping from a braid, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113046,kill
kill_faces_047,faces,wrinkle_lines,"portrait of an elderly fisherman in a knit cap, sunlit library aisle, in half profile, realistic skin texture, clear eyebrow hairs and skin sheen, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113047,kill
kill_faces_048,faces,makeup_edge,"portrait of an elderly fisherman in a knit cap, sunlit library aisle, caught mid-laugh, realistic skin texture, clear teeth edges in a natural smile, natural color, cinematic but true-to-life detail.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",113048,kill
kill_mixed_scenes_001,mixed scenes,multi_object_clutter,"angled tabletop overview of an open-air fish market stall with hanging price tags, stacked crates, and reflective metal bowls, with warm late-afternoon sun, many small objects, layered depth, realistic textures throughout.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",114001,kill
kill_mixed_scenes_002,mixed scenes,occlusion_overlap,"front corner view of an open-air fish market stall with hanging price tags, stacked crates, and reflective metal bowls, under mixed daylight and fluorescent light, many small objects, layered depth, realistic textures throughout.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",114002,kill
kill_mixed_scenes_003,mixed scenes,reflection_mix,"front corner view of an open-air fish market stall with hanging price tags, stacked crates, and reflective metal bowls, with practical task lighting, many small objects, layered depth, realistic textures throughout.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",114003,kill
kill_mixed_scenes_004,mixed scenes,layered_depth,"slightly elevated aisle view of an open-air fish market stall with hanging price tags, stacked crates, and reflective metal bowls, with night neon spill from outside, many small objects, layered depth, realistic textures throughout.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",114004,kill
kill_mixed_scenes_005,mixed scenes,small_text_plus_geometry,"tight room corner crop of an open-air fish market stall with hanging price tags, stacked crates, and reflective metal bowls, with soft diffused window light, many small objects, layered depth, realistic textures throughout.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",114005,kill
kill_mixed_scenes_006,mixed scenes,foliage_plus_tools,"eye-level workstation shot of an open-air fish market stall with hanging price tags, stacked crates, and reflective metal bowls, with layered depth from foreground to background, many small objects, layered depth, realistic textures throughout.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",114006,kill
