prompt_id,category,stress_type,prompt,negative_prompt,seed,split
hard_faces_009,faces,profile_feature_edges,"near-macro face study of a violinist backstage after rehearsal, with rim light catching the eyelashes, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313009,hard
hard_faces_010,faces,lip_and_freckle_detail,"focused head-and-shoulders shot of a violinist backstage after rehearsal, with visible pores under bright specular light, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313010,hard
hard_faces_011,faces,wet_hair_strands,"tight half-profile crop of a violinist backstage after rehearsal, with subtle freckles and lip texture in close view, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313011,hard
hard_faces_012,faces,eyelash_rimlight,"close documentary portrait of a tailor with a measuring tape over one shoulder, with wet strands crossing the forehead, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313012,hard
hard_faces_013,faces,pores_under_glare,"extreme close portrait of a tailor with a measuring tape over one shoulder, with visible pores under bright specular light, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313013,hard
hard_faces_014,faces,profile_feature_edges,"near-macro face study of a tailor with a measuring tape over one shoulder, with several fine flyaway hairs against a dark backdrop, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313014,hard
hard_faces_015,faces,lip_and_freckle_detail,"focused head-and-shoulders shot of a tailor with a measuring tape over one shoulder, with subtle freckles and lip texture in close view, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313015,hard
hard_faces_016,faces,wet_hair_strands,"tight half-profile crop of a chef beside rising steam, with rim light catching the eyelashes, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313016,hard
hard_faces_017,faces,eyelash_rimlight,"close documentary portrait of a chef beside rising steam, with visible pores under bright specular light, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313017,hard
hard_faces_018,faces,pores_under_glare,"extreme close portrait of a chef beside rising steam, with subtle freckles and lip texture in close view, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313018,hard
hard_faces_019,faces,profile_feature_edges,"near-macro face study of a dancer after rehearsal with flyaway hairs, with wet strands crossing the forehead, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313019,hard
hard_faces_020,faces,lip_and_freckle_detail,"focused head-and-shoulders shot of a dancer after rehearsal with flyaway hairs, with rim light catching the eyelashes, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313020,hard
hard_faces_021,faces,wet_hair_strands,"tight half-profile crop of a dancer after rehearsal with flyaway hairs, with several fine flyaway hairs against a dark backdrop, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313021,hard
hard_faces_022,faces,eyelash_rimlight,"close documentary portrait of a dancer after rehearsal with flyaway hairs, with subtle freckles and lip texture in close view, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313022,hard
hard_faces_023,faces,pores_under_glare,"extreme close portrait of a swimmer with wet hair and reflective goggles pushed up, with rim light catching the eyelashes, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313023,hard
hard_faces_024,faces,profile_feature_edges,"near-macro face study of a swimmer with wet hair and reflective goggles pushed up, with visible pores under bright specular light, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313024,hard
hard_faces_025,faces,lip_and_freckle_detail,"focused head-and-shoulders shot of a swimmer with wet hair and reflective goggles pushed up, with several fine flyaway hairs against a dark backdrop, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313025,hard
hard_faces_026,faces,wet_hair_strands,"tight half-profile crop of a boxer under ring lights, with wet strands crossing the forehead, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313026,hard
hard_faces_027,faces,eyelash_rimlight,"close documentary portrait of a boxer under ring lights, with rim light catching the eyelashes, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313027,hard
hard_faces_028,faces,pores_under_glare,"extreme close portrait of a boxer under ring lights, with several fine flyaway hairs against a dark backdrop, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313028,hard
hard_faces_029,faces,profile_feature_edges,"near-macro face study of a boxer under ring lights, with subtle freckles and lip texture in close view, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313029,hard
hard_faces_030,faces,lip_and_freckle_detail,"focused head-and-shoulders shot of a violinist backstage after rehearsal, with wet strands crossing the forehead, true-to-life skin texture, fine facial microfeatures preserved, hard-detail face stress test.","distorted anatomy, duplicate features, waxy skin, blurred eyes, smeared hair strands, extra teeth, low detail",313030,hard
hard_mixed_scenes_001,mixed scenes,microtext_plus_clutter,"layered workstation view of a packed train station kiosk at rush hour featuring microprinted receipts, with dense geometry from edge to edge, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314001,hard
hard_mixed_scenes_002,mixed scenes,reflection_and_occlusion,"extreme-detail wide shot of a packed train station kiosk at rush hour featuring coiled cords, with multiple reflective surfaces, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314002,hard
hard_mixed_scenes_003,mixed scenes,layered_small_objects,"compressed interior frame of a packed train station kiosk at rush hour featuring coiled cords, with labels and screens competing for attention, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314003,hard
hard_mixed_scenes_004,mixed scenes,instrument_density,"layered workstation view of a packed train station kiosk at rush hour featuring coiled cords, with overlapping foreground occlusions, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314004,hard
hard_mixed_scenes_005,mixed scenes,monitor_grid_and_notes,"busy aisle perspective of a packed train station kiosk at rush hour featuring coiled cords, with deep focus across tiny objects, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314005,hard
hard_mixed_scenes_006,mixed scenes,microtext_plus_clutter,"extreme-detail wide shot of a packed train station kiosk at rush hour featuring small plastic labels, with dense geometry from edge to edge, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314006,hard
hard_mixed_scenes_007,mixed scenes,reflection_and_occlusion,"dense corner composition of a packed train station kiosk at rush hour featuring small plastic labels, with multiple reflective surfaces, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314007,hard
hard_mixed_scenes_008,mixed scenes,layered_small_objects,"layered workstation view of a packed train station kiosk at rush hour featuring small plastic labels, with labels and screens competing for attention, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314008,hard
hard_mixed_scenes_009,mixed scenes,instrument_density,"extreme-detail wide shot of a packed train station kiosk at rush hour featuring reflective wrappers, with overlapping foreground occlusions, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314009,hard
hard_mixed_scenes_010,mixed scenes,monitor_grid_and_notes,"compressed interior frame of a packed train station kiosk at rush hour featuring reflective wrappers, with deep focus across tiny objects, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314010,hard
hard_mixed_scenes_011,mixed scenes,microtext_plus_clutter,"dense corner composition of a packed train station kiosk at rush hour featuring reflective wrappers, with dense geometry from edge to edge, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314011,hard
hard_mixed_scenes_012,mixed scenes,reflection_and_occlusion,"busy aisle perspective of a packed train station kiosk at rush hour featuring reflective wrappers, with multiple reflective surfaces, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314012,hard
hard_mixed_scenes_013,mixed scenes,layered_small_objects,"extreme-detail wide shot of a packed train station kiosk at rush hour featuring stacked instruction cards, with labels and screens competing for attention, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314013,hard
hard_mixed_scenes_014,mixed scenes,instrument_density,"dense corner composition of a packed train station kiosk at rush hour featuring stacked instruction cards, with overlapping foreground occlusions, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314014,hard
hard_mixed_scenes_015,mixed scenes,monitor_grid_and_notes,"layered workstation view of a packed train station kiosk at rush hour featuring stacked instruction cards, with deep focus across tiny objects, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314015,hard
hard_mixed_scenes_016,mixed scenes,microtext_plus_clutter,"busy aisle perspective of a packed train station kiosk at rush hour featuring stacked instruction cards, with dense geometry from edge to edge, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314016,hard
hard_mixed_scenes_017,mixed scenes,reflection_and_occlusion,"compressed interior frame of a packed train station kiosk at rush hour featuring tiny metal tools, with multiple reflective surfaces, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314017,hard
hard_mixed_scenes_018,mixed scenes,layered_small_objects,"dense corner composition of a packed train station kiosk at rush hour featuring tiny metal tools, with labels and screens competing for attention, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314018,hard
hard_mixed_scenes_019,mixed scenes,instrument_density,"busy aisle perspective of a packed train station kiosk at rush hour featuring tiny metal tools, with overlapping foreground occlusions, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314019,hard
hard_mixed_scenes_020,mixed scenes,monitor_grid_and_notes,"extreme-detail wide shot of a control room console covered in toggles and labels featuring microprinted receipts, with deep focus across tiny objects, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314020,hard
hard_mixed_scenes_021,mixed scenes,microtext_plus_clutter,"compressed interior frame of a control room console covered in toggles and labels featuring microprinted receipts, with dense geometry from edge to edge, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314021,hard
hard_mixed_scenes_022,mixed scenes,reflection_and_occlusion,"layered workstation view of a control room console covered in toggles and labels featuring microprinted receipts, with multiple reflective surfaces, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314022,hard
hard_mixed_scenes_023,mixed scenes,layered_small_objects,"busy aisle perspective of a control room console covered in toggles and labels featuring microprinted receipts, with labels and screens competing for attention, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314023,hard
hard_mixed_scenes_024,mixed scenes,instrument_density,"compressed interior frame of a control room console covered in toggles and labels featuring coiled cords, with overlapping foreground occlusions, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314024,hard
hard_mixed_scenes_025,mixed scenes,monitor_grid_and_notes,"dense corner composition of a control room console covered in toggles and labels featuring coiled cords, with deep focus across tiny objects, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314025,hard
hard_mixed_scenes_026,mixed scenes,microtext_plus_clutter,"layered workstation view of a control room console covered in toggles and labels featuring coiled cords, with dense geometry from edge to edge, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314026,hard
hard_mixed_scenes_027,mixed scenes,reflection_and_occlusion,"extreme-detail wide shot of a control room console covered in toggles and labels featuring small plastic labels, with multiple reflective surfaces, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314027,hard
hard_mixed_scenes_028,mixed scenes,layered_small_objects,"compressed interior frame of a control room console covered in toggles and labels featuring small plastic labels, with labels and screens competing for attention, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314028,hard
hard_mixed_scenes_029,mixed scenes,instrument_density,"layered workstation view of a control room console covered in toggles and labels featuring small plastic labels, with overlapping foreground occlusions, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314029,hard
hard_mixed_scenes_030,mixed scenes,monitor_grid_and_notes,"busy aisle perspective of a control room console covered in toggles and labels featuring small plastic labels, with deep focus across tiny objects, dense small-object structure, hard-detail scene complexity stress test.","missing small objects, oversmoothed textures, warped geometry, duplicated items, muddy reflections, low detail",314030,hard
